#Types Before Cut: 11151
#Types After Cut: 9736
#Search Hits: 0
966	4	10.514	университетах
967	4	10.514	урок
968	4	10.514	учатся
969	4	10.514	учила
970	4	10.514	училище
971	4	10.514	учусь
972	4	10.514	фай
973	4	10.514	физтех
974	4	10.514	финиш
975	4	10.514	фонема
976	4	10.514	фразу
977	4	10.514	фундук
978	4	10.514	хвост
979	4	10.514	хлеб
980	4	10.514	хобби
981	4	10.514	хорватия
982	48	10.514	хотя
983	4	10.514	чгк
984	4	10.514	четырнадцать
985	4	10.514	чуваки
986	4	10.514	чудо
987	4	10.514	шикарно
988	4	10.514	шутки
989	4	10.514	щуку
990	4	10.514	щяс
991	85	10.279	можно
992	115	10.127	были
993	7	10.116	вечера
994	7	10.116	вещей
995	7	10.116	единственное
996	7	10.116	километров
997	7	10.116	короткий
998	7	10.116	увидел
999	7	10.116	чисто
1000	9	10.111	взяли
1001	9	10.111	зала
1002	9	10.111	нами
1003	9	10.111	хорошая
1004	8	10.014	людям
1005	8	10.014	модель
1006	8	10.014	неплохо
1007	8	10.014	приехал
1008	8	10.014	сто
1009	322	9.923	он
1010	15	9.840	точно
1011	86	9.775	этот
1012	12	9.627	плане
1013	128	9.579	сейчас
1014	18	9.458	самый
1015	11	9.236	темы
1016	11	9.236	хорошие
1017	17	8.979	довольно
1018	15	8.888	одну
1019	12	8.491	недавно
1020	12	8.491	пошли
1021	14	8.418	школы
1022	19	8.416	никогда
1023	5	8.361	богу
1024	5	8.361	боюсь
1025	5	8.361	видеть
1026	5	8.361	вниз
1027	5	8.361	грубо
1028	5	8.361	детства
1029	5	8.361	магазин
1030	5	8.361	мария
1031	5	8.361	машину
1032	5	8.361	мимо
1033	5	8.361	назывался
1034	5	8.361	недалеко
1035	5	8.361	остановиться
1036	5	8.361	отлично
1037	5	8.361	приходили
1038	5	8.361	прочее
1039	5	8.361	русском
1040	5	8.361	следующая
1041	5	8.361	стоять
1042	5	8.361	телефон
1043	5	8.361	успела
1044	5	8.361	фильмы
1045	5	8.361	цветы
1046	5	8.361	человеком
1047	8	8.254	номер
